Docset,File,URL,Python,Term_Total,MSAuthor,Author,Manager,MSDate,MSService,MSTopic,H1,Title,Description
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory-b2c\active-directory-b2c-apps.md,http://docs.microsoft.com/azure/active-directory-b2c/active-directory-b2c-apps,1,1,davidmu,davidmu1,daveba,01/11/2019,active-directory,conceptual,"Applications types that can be used in Active Directory B2C
",Applications types that can be used in Azure Active Directory B2C | Microsoft Docs,Learn about the types of applications you can use in the Azure Active Directory B2C.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory-b2c\active-directory-b2c-reference-usage-reporting-api.md,http://docs.microsoft.com/azure/active-directory-b2c/active-directory-b2c-reference-usage-reporting-api,1,1,davidmu,davidmu1,daveba,08/04/2017,active-directory,conceptual,"Accessing usage reports in Azure AD B2C via the reporting API
",Usage reporting API samples and definitions in Azure Active Directory B2C | Microsoft Docs,"Guide and samples on getting reports on Azure AD B2C tenant users, authentications, and multi-factor authentications."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory\develop\about-microsoft-identity-platform.md,http://docs.microsoft.com/azure/active-directory/develop/about-microsoft-identity-platform,1,1,celested,CelesteDG,mtillman,09/24/2018,active-directory,overview,"About Microsoft identity platform
",About Microsoft identity platform | Azure,"Learn about Microsoft identity platform, an evolution of the Azure Active Directory identity service and developer platform."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory\develop\active-directory-authentication-libraries.md,http://docs.microsoft.com/azure/active-directory/develop/active-directory-authentication-libraries,6,6,celested,CelesteDG,mtillman,12/01/2018,active-directory,article,"Azure Active Directory Authentication Libraries
",Azure Active Directory Authentication Libraries | Microsoft Docs,The Azure AD Authentication Library (ADAL) allows client application developers to easily authenticate users to cloud or on-premises Active Directory (AD) and then obtain access tokens for securing API calls.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory\develop\sample-v1-code.md,http://docs.microsoft.com/azure/active-directory/develop/sample-v1-code,4,4,celested,jmprieur,mtillman,09/24/2018,active-directory,article,"Azure Active Directory code samples (v1.0 endpoint)
",Azure Active Directory code samples | Microsoft Docs,"Provides an index of Azure Active Directory (v1.0 endpoint) code samples, organized by scenario."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory\develop\v2-app-types.md,http://docs.microsoft.com/azure/active-directory/develop/v2-app-types,1,1,celested,CelesteDG,mtillman,12/18/2018,active-directory,article,"Application types for v2.0
",Application types for v2.0 | Azure,The types of apps and scenarios supported by the Azure Active Directory v2.0 endpoint.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory\managed-identities-azure-resources\how-to-use-vm-sdk.md,http://docs.microsoft.com/azure/active-directory/managed-identities-azure-resources/how-to-use-vm-sdk,2,2,priyamo,priyamohanram,daveba,12/01/2017,active-directory,conceptual,"How to use managed identities for Azure resources on an Azure VM with Azure SDKs 
",How to use managed identities for Azure resources on an Azure VM with Azure SDKs,Code samples for using Azure SDKs with an Azure VM that has managed identities for Azure resources.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory\managed-identities-azure-resources\how-to-use-vm-token.md,http://docs.microsoft.com/azure/active-directory/managed-identities-azure-resources/how-to-use-vm-token,1,1,priyamo,priyamohanram,daveba,12/01/2017,active-directory,conceptual,"How to use managed identities for Azure resources on an Azure VM to acquire an access token 
",How to use managed identities for Azure resources on a virtual machine to acquire an access token,Step by step instructions and examples for using managed identities for Azure resources on a virtual machines to acquire an OAuth access token.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\active-directory\managed-identities-azure-resources\qs-configure-sdk-windows-vm.md,http://docs.microsoft.com/azure/active-directory/managed-identities-azure-resources/qs-configure-sdk-windows-vm,2,2,priyamo,priyamohanram,daveba,09/28/2017,active-directory,conceptual,"Configure a VM with managed identities for Azure resources using an Azure SDK
",Use an Azure SDK to configure a VM with managed identities for Azure resources,"Step by step instructions for configuring and using managed identities for Azure resources on an Azure VM, using an Azure SDK."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\aks\kubernetes-helm.md,http://docs.microsoft.com/azure/aks/kubernetes-helm,2,2,iainfou,iainfoulds,,10/01/2018,container-service,article,"Install applications with Helm in Azure Kubernetes Service (AKS)
",Deploy containers with Helm in Kubernetes on Azure,Use the Helm packaging tool to deploy containers in an Azure Kubernetes Service (AKS) cluster
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\aks\kubernetes-walkthrough-portal.md,http://docs.microsoft.com/azure/aks/kubernetes-walkthrough-portal,1,1,iainfou,iainfoulds,,12/18/2018,container-service,quickstart,"Quickstart: Deploy an Azure Kubernetes Service (AKS) cluster using the Azure portal
",Quickstart - Create an Azure Kubernetes Service (AKS) cluster in the portal,"Learn how to quickly create a Kubernetes cluster, deploy an application, and monitor performance in Azure Kubernetes Service (AKS) using the Azure portal."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\aks\kubernetes-walkthrough.md,http://docs.microsoft.com/azure/aks/kubernetes-walkthrough,1,1,iainfou,iainfoulds,,12/18/2018,container-service,quickstart,"Quickstart: Deploy an Azure Kubernetes Service (AKS) cluster using the Azure CLI
",Quickstart - Create an Azure Kubernetes Service (AKS) cluster,"Learn how to quickly create a Kubernetes cluster, deploy an application, and monitor performance in Azure Kubernetes Service (AKS) using the Azure CLI."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\ansible\ansible-create-configure-azure-web-apps.md,http://docs.microsoft.com/azure/ansible/ansible-create-configure-azure-web-apps,1,1,tarcher,tomarchermsft,jeconnoc,12/08/2018,ansible,tutorial,"Create Azure App Service web apps by using Ansible
",Create Azure web apps by using Ansible,Learn how to use Ansible to create a web app with Java 8 and the Tomcat container runtime in App Service on Linux
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\ansible\ansible-manage-azure-dynamic-inventories.md,http://docs.microsoft.com/azure/ansible/ansible-manage-azure-dynamic-inventories,1,1,tarcher,tomarchermsft,jeconnoc,08/09/2018,ansible,tutorial,"Use Ansible to manage your Azure dynamic inventories
",Use Ansible to manage your Azure dynamic inventories,Learn how to use Ansible to manage your Azure dynamic inventories
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\ansible\ansible-scale-azure-web-apps.md,http://docs.microsoft.com/azure/ansible/ansible-scale-azure-web-apps,1,1,tarcher,tomarchermsft,jeconnoc,12/08/2018,ansible,tutorial,"Scale Azure App Service web apps by using Ansible
",Scale Azure App Service web apps by using Ansible,Learn how to use Ansible to create a web app with Java 8 and the Tomcat container runtime in App Service on Linux
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\api-management\api-management-api-templates.md,http://docs.microsoft.com/azure/api-management/api-management-api-templates,15,15,apimpm,vladvino,cfowler,01/09/2017,api-management,article,"API templates in Azure API Management
",API templates in Azure API Management | Microsoft Docs,Learn how to customize the content of the API pages in the developer portal in Azure API Management.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\api-management\api-management-developer-portal-templates-reference.md,http://docs.microsoft.com/azure/api-management/api-management-developer-portal-templates-reference,2,2,apimpm,vladvino,erikre,11/19/2017,api-management,article,"Developer portal templates
",Azure API Management Developer portal templates | Microsoft Docs,Learn how to customize the content of developer portal pages using a set of templates in Azure API Management.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\api-management\api-management-template-data-model-reference.md,http://docs.microsoft.com/azure/api-management/api-management-template-data-model-reference,1,1,apimpm,vladvino,erikre,12/05/2017,api-management,article,"Azure API Management template data model reference
",Azure API Management template data model reference | Microsoft Docs,Learn about the entity and type representations for common items used in the data models for the developer portal templates in Azure API Management.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\api-management\api-management-template-resources.md,http://docs.microsoft.com/azure/api-management/api-management-template-resources,2,2,apimpm,vladvino,erikre,01/09/2017,api-management,article,"Azure API Management template resources
",Azure API Management template resources | Microsoft Docs,Learn about the types of resources available for use in developer portal templates in Azure API Management.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\containers\app-service-linux-intro.md,http://docs.microsoft.com/azure/app-service/containers/app-service-linux-intro,3,3,msangapu;yili,msangapu,jeconnoc,1/11/2019,app-service,overview,"Introduction to Azure App Service on Linux
",Introduction to App Service on Linux - Azure | Microsoft Docs,Learn about Azure App Service on Linux.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\containers\how-to-configure-python.md,http://docs.microsoft.com/azure/app-service/containers/how-to-configure-python,29,29,astay;cephalin;kraigb,cephalin,jeconnoc,01/29/2019,app-service-web,quickstart,"Configure your Python app for Azure App Service
",Configure Python apps - Azure App Service,This tutorial describes options for authoring and configuring Python apps for Azure App Service on Linux.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\containers\quickstart-python.experimental.md,http://docs.microsoft.com/azure/app-service/containers/quickstart-python.experimental,26,26,cephalin,cephalin,jeconnoc,02/14/2019,app-service-web,quickstart,"Create a Python app in Azure App Service on Linux (Preview)
",Create Python app on Linux - Azure App Service | Microsoft Docs,Deploy your first Python hello world app in Azure App Service on Linux in minutes.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\containers\quickstart-python.md,http://docs.microsoft.com/azure/app-service/containers/quickstart-python,33,33,cephalin,cephalin,jeconnoc,02/08/2019,app-service-web,quickstart,"Create a Python app in Azure App Service on Linux (Preview)
",Create Python app on Linux - Azure App Service | Microsoft Docs,Deploy your first Python hello world app in Azure App Service on Linux in minutes.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\containers\tutorial-custom-docker-image.md,http://docs.microsoft.com/azure/app-service/containers/tutorial-custom-docker-image,17,17,cfowler,SyntaxC4,SyntaxC4,10/24/2017,app-service,tutorial,"Use a custom Docker image for Web App for Containers
",Use a custom Docker image for Web App for Containers - Azure App Service | Microsoft Docs,How to use a custom Docker image for Web App for Containers.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\containers\tutorial-python-postgresql-app.md,http://docs.microsoft.com/azure/app-service/containers/tutorial-python-postgresql-app,45,45,beverst;cephalin,cephalin,jeconnoc,11/29/2018,app-service-web,tutorial,"Build a Python and PostgreSQL app in Azure App Service
",Build a Python app with PostgreSQL on Linux - Azure App Service | Microsoft Docs,"Learn how to run a data-driven Python app in Azure, with connection to a PostgreSQL database."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\deploy-local-git.md,http://docs.microsoft.com/azure/app-service/deploy-local-git,1,1,dariagrigoriu;cephalin,cephalin,cfowler,06/05/2018,app-service,article,"Local Git Deployment to Azure App Service
",Deploy from local Git repo - Azure App Service,Learn how to enable local Git deployment to Azure App Service.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\faq-open-source-technologies.md,http://docs.microsoft.com/azure/app-service/faq-open-source-technologies,9,9,genli,genlin,cshepard,10/31/2018,app-service-web,article,"Open-source technologies FAQs for Web Apps in Azure
",Open-source technologies FAQs - Azure App Service | Microsoft Docs,Get answers to frequently asked questions about open-source technologies in the Web Apps feature of Azure App Service.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\operating-system-functionality.md,http://docs.microsoft.com/azure/app-service/operating-system-functionality,1,1,cephalin,cephalin,erikre,10/30/2018,app-service,article,"Operating system functionality on Azure App Service
",Operating system functionality in App Service - Azure,"Learn about the OS functionality available to web apps, mobile app backends, and API apps on Azure App Service"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\overview-compare.md,http://docs.microsoft.com/azure/app-service/overview-compare,7,7,cephalin,cephalin,jeconnoc,07/07/2016,app-service-web,overview,"Azure App Service, Virtual Machines, Service Fabric, and Cloud Services comparison
","Compare App Service, VM, Service Fabric, and Cloud Services - Azure | Microsoft Docs","Learn how to choose between Azure App Service, Virtual Machines, Service Fabric, and Cloud Services for hosting web applications."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\overview-patch-os-runtime.md,http://docs.microsoft.com/azure/app-service/overview-patch-os-runtime,6,6,cephalin,cephalin,cfowler,02/02/2018,app-service,article,"OS and runtime patching in Azure App Service
",OS and runtime patching cadence - Azure App Service | Microsoft Docs,"Describes how Azure App Service updates the OS and runtimes, and how you can get update announcements."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\overview.md,http://docs.microsoft.com/azure/app-service/overview,4,4,cephalin,cephalin,erikre,01/04/2017,app-service-web,overview,"App Service overview
",App Service overview - Azure | Microsoft Docs,Learn how Azure App Service helps you develop and host web applications
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\troubleshoot-diagnostic-logs.md,http://docs.microsoft.com/azure/app-service/troubleshoot-diagnostic-logs,1,1,cephalin,cephalin,erikre,06/06/2016,app-service,article,"Enable diagnostics logging for apps in Azure App Service
",Enable diagnostics logging for apps - Azure App Service,"Learn how to enable diagnostic logging and add instrumentation to your application, as well as how to access the information logged by Azure."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\web-sites-configure.md,http://docs.microsoft.com/azure/app-service/web-sites-configure,6,6,cephalin,cephalin,erikre,04/25/2017,app-service,article,"Configure apps in Azure App Service
",Configure apps - Azure App Service,How to configure an app in Azure App Service
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\app-service\webjobs-create.md,http://docs.microsoft.com/azure/app-service/webjobs-create,1,1,glenga;msangapu;david.ebbo;suwatch;pbatum;naren.soni;,ggailey777,jeconnoc,10/16/2018,app-service,article,"Run Background tasks with WebJobs in Azure App Service
",Run Background tasks with WebJobs - Azure App Service,"Learn how to use WebJobs to run background tasks in Azure App Service web apps, API apps, or mobile apps."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-certificates.md,http://docs.microsoft.com/azure/automation/automation-certificates,6,6,gwallace,georgewallace,carmonm,01/15/2019,automation,conceptual,"Certificate assets in Azure Automation
",Certificate assets in Azure Automation,Certificates can be stored securely in Azure Automation so they can be accessed by runbooks or DSC configurations to authenticate against Azure and third-party resources.  This article explains the details of certificates and how to work with them in both textual and graphical authoring.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-connections.md,http://docs.microsoft.com/azure/automation/automation-connections,6,6,gwallace,georgewallace,carmonm,01/16/2019,automation,conceptual,"Connection assets in Azure Automation
",Connection assets in Azure Automation,Connection assets in Azure Automation contain the information required to connect to an external service or application from a runbook or DSC configuration. This article explains the details of connections and how to work with them in both textual and graphical authoring.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-create-standalone-account.md,http://docs.microsoft.com/azure/automation/automation-create-standalone-account,5,5,gwallace,georgewallace,carmonm,01/15/2019,automation,conceptual,"Create a standalone Azure Automation account
",Create a standalone Azure Automation account,"This article walks you through the steps of creating, testing, and using an example security principal authentication in Azure Automation."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-credentials.md,http://docs.microsoft.com/azure/automation/automation-credentials,9,9,gwallace,georgewallace,carmonm,05/08/2018,automation,conceptual,"Credential assets in Azure Automation
",Credential assets in Azure Automation,Credential assets in Azure Automation contain security credentials that can be used to authenticate to resources accessed by the runbook or DSC configuration. This article describes how to create credential assets and use them in a runbook or DSC configuration.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-first-runbook-graphical.md,http://docs.microsoft.com/azure/automation/automation-first-runbook-graphical,2,2,gwallace,georgewallace,carmonm,04/13/2018,automation,conceptual,"My first graphical runbook
",My first graphical runbook in Azure Automation,"Tutorial that walks you through the creation, testing, and publishing of a simple graphical runbook."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-first-runbook-textual-powershell.md,http://docs.microsoft.com/azure/automation/automation-first-runbook-textual-powershell,2,2,gwallace,georgewallace,carmonm,11/27/2018,automation,conceptual,"My first PowerShell runbook
",My first PowerShell runbook in Azure Automation,"Tutorial that walks you through the creation, testing, and publishing of a simple PowerShell runbook."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-first-runbook-textual-python2.md,http://docs.microsoft.com/azure/automation/automation-first-runbook-textual-python2,35,35,gwallace,georgewallace,carmonm,09/11/2018,automation,conceptual,"My first Python runbook
",My first Python runbook in Azure Automation,"Tutorial that walks you through the creation, testing, and publishing of a simple Python runbook."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-first-runbook-textual.md,http://docs.microsoft.com/azure/automation/automation-first-runbook-textual,2,2,gwallace,georgewallace,carmonm,09/24/2018,automation,conceptual,"My first PowerShell Workflow runbook
",My first PowerShell Workflow runbook in Azure Automation,"Tutorial that walks you through the creation, testing, and publishing of a simple text runbook using PowerShell Workflow."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-hrw-run-runbooks.md,http://docs.microsoft.com/azure/automation/automation-hrw-run-runbooks,1,1,gwallace,georgewallace,carmonm,01/29/2019,automation,conceptual,"Running runbooks on a Hybrid Runbook Worker
",Run runbooks on Azure Automation Hybrid Runbook Worker,This article provides information about running runbooks on machines in your local datacenter or cloud provider with the Hybrid Runbook Worker role.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-hybrid-runbook-worker.md,http://docs.microsoft.com/azure/automation/automation-hybrid-runbook-worker,3,3,gwallace,georgewallace,carmonm,01/31/2019,automation,conceptual,"Automate resources in your datacenter or cloud by using Hybrid Runbook Worker
",Azure Automation Hybrid Runbook Worker,"This article provides information on installing and using Hybrid Runbook Worker, which is a feature of Azure Automation that you can use to run runbooks on machines in your local datacenter or cloud provider."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-intro.md,http://docs.microsoft.com/azure/automation/automation-intro,7,7,eamono,eamonoreilly,,10/18/2018,automation,overview,"An introduction to Azure Automation
",Azure Automation Overview,Learn how to use Azure Automation to automate the lifecycle of infrastructure and applications.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-linux-hrw-install.md,http://docs.microsoft.com/azure/automation/automation-linux-hrw-install,4,4,gwallace,georgewallace,carmonm,06/28/2018,automation,conceptual,"Deploy a Linux Hybrid Runbook Worker
",Azure Automation Linux Hybrid Runbook Worker,This article provides information on installing an Azure Automation Hybrid Runbook Worker so you can run runbooks on Linux-based computers in your local datacenter or cloud environment.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-runbook-execution.md,http://docs.microsoft.com/azure/automation/automation-runbook-execution,2,2,gwallace,georgewallace,carmonm,03/05/2019,automation,conceptual,"Runbook execution in Azure Automation
",Runbook execution in Azure Automation,Describes the details of how a runbook in Azure Automation is processed.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-runbook-gallery.md,http://docs.microsoft.com/azure/automation/automation-runbook-gallery,6,6,gwallace,georgewallace,carmonm,09/11/2018,automation,conceptual,"Runbook and module galleries for Azure Automation
",Runbook and module galleries for Azure Automation,Runbooks and modules from Microsoft and the community are available for you to install and use in your Azure Automation environment.  This article describes how you can access these resources and to contribute your runbooks to the gallery.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-runbook-types.md,http://docs.microsoft.com/azure/automation/automation-runbook-types,14,14,gwallace,georgewallace,carmonm,03/05/2019,automation,conceptual,"Azure Automation runbook types
",Azure Automation Runbook Types,'Describes the different types of runbooks that you can use in Azure Automation and considerations that you should take into account when determining which type to use. '
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\automation-variables.md,http://docs.microsoft.com/azure/automation/automation-variables,5,5,gwallace,georgewallace,carmonm,01/15/2019,automation,conceptual,"Variable assets in Azure Automation
",Variable assets in Azure Automation,Variable assets are values that are available to all runbooks and DSC configurations in Azure Automation.  This article explains the details of variables and how to work with them in both textual and graphical authoring.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\manage-runbooks.md,http://docs.microsoft.com/azure/automation/manage-runbooks,1,1,gwallace,georgewallace,carmonm,02/14/2019,automation,conceptual,"Manage runbooks in Azure Automation
",Manage runbooks in Azure Automation,This article describes how to manage runbooks in Azure Automation.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\python-packages.md,http://docs.microsoft.com/azure/automation/python-packages,35,35,gwallace,georgewallace,carmonm,02/25/2019,automation,conceptual,"Manage Python 2 packages in Azure Automation
",Manage Python 2 packages in Azure Automation,This article describes how to manage Python 2 packages in Azure Automation.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\runbook-input-parameters.md,http://docs.microsoft.com/azure/automation/runbook-input-parameters,7,7,gwallace,georgewallace,carmonm,02/14/2019,automation,conceptual,"Runbook input parameters
",Runbook input parameters,Runbook input parameters increase the flexibility of runbooks by allowing you to pass data to a runbook when it is started. This article describes different scenarios where input parameters are used in runbooks.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\source-control-integration.md,http://docs.microsoft.com/azure/automation/source-control-integration,1,1,gwallace,georgewallace,carmonm,01/15/2019,automation,conceptual,"Source control integration in Azure Automation
",Source Control integration in Azure Automation,This article describes source control integration with GitHub in Azure Automation.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\start-runbooks.md,http://docs.microsoft.com/azure/automation/start-runbooks,1,1,gwallace,georgewallace,carmonm,03/16/2018,automation,conceptual,"Start a runbook in Azure Automation
",Start a runbook in Azure Automation,Summarizes the different methods that can be used to start a runbook in Azure Automation and provides details on using both the Azure portal and Windows PowerShell.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\troubleshoot\hybrid-runbook-worker.md,http://docs.microsoft.com/azure/automation/troubleshoot/hybrid-runbook-worker,5,5,gwallace,georgewallace,carmonm,02/12/2019,automation,conceptual,"Troubleshoot Hybrid Runbook Workers
",Troubleshooting - Azure Automation Hybrid Runbook Workers,This article provides information troubleshooting Azure Automation Hybrid Runbook Workers
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\troubleshoot\runbooks.md,http://docs.microsoft.com/azure/automation/troubleshoot/runbooks,1,1,gwallace,georgewallace,carmonm,01/24/2019,automation,conceptual,"Troubleshoot errors with runbooks
",Troubleshoot errors with Azure Automation Runbooks,Learn how to troubleshoot issues with Azure Automation runbooks
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\automation\troubleshoot\update-agent-issues-linux.md,http://docs.microsoft.com/azure/automation/troubleshoot/update-agent-issues-linux,4,4,gwallace,georgewallace,carmonm,12/14/2018,automation,conceptual,"Understand the Linux agent check results in Update Management
",Understand the Linux agent check results in Azure Update Management,Learn how to troubleshoot issues with the Update Management agent.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\avere-vfxt\avere-vfxt-data-ingest.md,http://docs.microsoft.com/azure/avere-vfxt/avere-vfxt-data-ingest,1,1,v-erkell,ekpgh,,10/31/2018,avere-vfxt,conceptual,"Moving data to the vFXT cluster - Parallel data ingest 
",Moving data to Avere vFXT for Azure,How to add data to a new storage volume for use with the Avere vFXT for Azure
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\avere-vfxt\avere-vfxt-faq.md,http://docs.microsoft.com/azure/avere-vfxt/avere-vfxt-faq,2,2,v-erkell,ekpgh,,02/28/2019,avere-vfxt,conceptual,"Avere vFXT for Azure FAQ
",FAQ - Avere vFXT for Azure,Frequently asked questions about Avere vFXT for Azure
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-app-configuration\integrate-azure-managed-service-identity.md,http://docs.microsoft.com/azure/azure-app-configuration/integrate-azure-managed-service-identity,1,1,yegu,yegu-ms,balans,02/24/2019,azure-app-configuration,tutorial,"Tutorial: Integrate with Azure Managed Identities
",Tutorial for integrating with Azure Managed Identities | Microsoft Docs,"In this tutorial, you learn how to utilize Azure Managed Identities to authenticate with and gain access to Azure App Configuration"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-cache-for-redis\cache-faq.md,http://docs.microsoft.com/azure/azure-cache-for-redis/cache-faq,2,2,yegu,yegu-ms,jhubbard,07/27/2017,cache,article,"Azure Cache for Redis FAQ
",Azure Cache for Redis FAQ | Microsoft Docs,"Learn the answers to common questions, patterns and best practices for Azure Cache for Redis"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-cache-for-redis\cache-overview.md,http://docs.microsoft.com/azure/azure-cache-for-redis/cache-overview,3,3,yegu,yegu-ms,jhubbard,03/26/2018,cache,overview,"What is Azure Cache for Redis
",What is Azure Cache for Redis? | Microsoft Docs,Learn what Azure Cache for Redis is and how it is commonly used.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-cache-for-redis\cache-python-get-started.md,http://docs.microsoft.com/azure/azure-cache-for-redis/cache-python-get-started,31,31,yegu,yegu-ms,jhubbard,05/11/2018,cache,quickstart,"Quickstart: Use Azure Cache for Redis with Python
",Quickstart to create a Python app that uses Azure Cache for Redis | Microsoft Docs,"In this quickstart, you learn how to create an Python App that uses Azure Cache for Redis"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-cache-for-redis\cache-redis-samples.md,http://docs.microsoft.com/azure/azure-cache-for-redis/cache-redis-samples,3,3,yegu,yegu-ms,jhubbard,01/23/2017,cache,article,"Azure Cache for Redis samples
",Azure Cache for Redis samples | Microsoft Docs,Learn how to use Azure Cache for Redis
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-cache-for-redis\index.md,http://docs.microsoft.com/azure/azure-cache-for-redis/index,3,3,yegu,yegu-ms,jubbard,01/23/2017,cache,landing-page,"Azure Cache for Redis Documentation
","Azure Cache for Redis Documentation - Tutorials, API Reference | Microsoft Docs","Learn how to use Azure Cache for Redis, a secure data cache and messaging broker that gives applications fast access to data. Tutorials, API references, and more."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-databricks\connect-databricks-excel-python-r.md,http://docs.microsoft.com/azure/azure-databricks/connect-databricks-excel-python-r,24,24,mamccrea,mamccrea,,06/27/2018,azure-databricks,conceptual,"Connect to Azure Databricks from Excel, Python, or R
","'Connect to Azure Databricks from Excel, Python, or R '","Learn how to use the Simba driver to connect Azure Databricks to Excel, Python, or R."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-databricks\databricks-cli-from-azure-cloud-shell.md,http://docs.microsoft.com/azure/azure-databricks/databricks-cli-from-azure-cloud-shell,1,1,mamccrea,mamccrea,,05/29/2018,azure-databricks,conceptual,"Use Databricks CLI from Azure Cloud Shell
",'Use Databricks CLI from Azure Cloud Shell ',Learn how to use the Databricks CLI from Azure Cloud Shell.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\azure-databricks\databricks-connect-to-data-sources.md,http://docs.microsoft.com/azure/azure-databricks/databricks-connect-to-data-sources,1,1,mamccrea,mamccrea,,03/21/2018,azure-databricks,conceptual,"Connect to data sources from Azure Databricks
",'Connect to different data sources from Azure Databricks ',Learn how to connect to different data sources from Azure Databricks.
